PROTEIN,TYPE,GENE
K11895,SDE,Sde_1535
K11895,TTU,TERTU_1650
K11895,SAGA,M5M_04460
K11895,MMT,Metme_0857
K11895,MAH,MEALZ_1937
K11895,FPZ,LA55_943
K11895,FRF,LO80_01590
K11895,PSAL,PSLF89_3103
K11895,TIG,THII_1015
K11895,TVI,Thivi_2284
K11895,AEH,Mlg_0049
K11895,HHA,Hhal_0156
K11895,HHC,M911_00890
K11895,HCH,HCH_04252
K11895,CSA,Csal_2272
K11895,HEL,HELO_2919
K11895,HAM,HALO0926
K11895,ADI,B5T_02198
K11895,MMW,Mmwyl1_1200
K11895,MME,Marme_0778 Marme_3666
K11895,MPC,Mar181_0660 Mar181_2489
K11895,TOL,TOL_0378
K11895,TOR,R615_01740
K11895,OAI,OLEAN_C25960(sciB)
K11895,GSN,YC6258_01784 YC6258_05495
K11895,AHA,AHA_1836
K11895,AHJ,V469_13150
K11895,AHI,VU14_13045
K11895,ASA,ASA_2466
K11895,TAU,Tola_0198
K11895,GAP,GAPWK_1937
K11895,FPP,FPB0191_01747 FPB0191_01935
K11895,GPB,HDN1F_12060
K11895,SALV,SALWKB2_0098 SALWKB2_0919
K11895,CVI,CV_3967
K11895,PSE,NH8B_1130(impH)
K11895,RSL,RPSI07_mp0661
K11895,RSN,RSPO_m01075
K11895,RSM,CMR15_mp10718
K11895,RSE,F504_4473
K11895,RPF,Rpic12D_1691
K11895,REU,Reut_A1728 Reut_B5274
K11895,REH,H16_A0646(h16_A0646) H16_B2429
K11895,RME,Rmet_0636
K11895,CTI,RALTA_A0603(sciB) RALTA_B1018
K11895,CBW,RR42_m0718 RR42_s0268
K11895,BMA,BMA2831 BMAA0408 BMAA0443 BMAA0739
K11895,BMV,BMASAVP1_0609 BMASAVP1_0744 BMASAVP1_0914 BMASAVP1_A0055
K11895,BML,BMA10229_0720 BMA10229_1039 BMA10229_1201 BMA10229_A1712
K11895,BMN,BMA10247_3146 BMA10247_A1678 BMA10247_A2013 BMA10247_A2176
K11895,BMAL,DM55_3884 DM55_4026 DM55_4703 DM55_871
K11895,BMAE,DM78_182 DM78_3356 DM78_3623 DM78_4803
K11895,BMAQ,DM76_3655 DM76_4581 DM76_4722 DM76_849
K11895,BMAI,DM57_06525 DM57_11895 DM57_13295 DM57_1586
K11895,BMAF,DM51_2449 DM51_3591 DM51_4166 DM51_4439
K11895,BMAZ,BM44_216 BM44_3843 BM44_3986 BM44_4694
K11895,BMAB,BM45_3071 BM45_3164 BM45_4620 BM45_4763
K11895,BPS,BPSL3102 BPSS0111 BPSS0179 BPSS0521 BPSS1501
K11895,BPM,BURPS1710b_3639 BURPS1710b_A0539 BURPS1710b_A1620 BURPS1710b_A1701 BURPS1710b_A2079
K11895,BPL,BURPS1106A_3655 BURPS1106A_A0149 BURPS1106A_A0249 BURPS1106A_A0705 BURPS1106A_A2030
K11895,BPD,BURPS668_3630 BURPS668_A0171 BURPS668_A0340 BURPS668_A0794 BURPS668_A2128
K11895,BPR,GBP346_A3805
K11895,BPSE,BDL_2308 BDL_3748 BDL_4813 BDL_5947 BDL_6070
K11895,BPSM,BBQ_190 BBQ_3629 BBQ_4643 BBQ_5675 BBQ_6035
K11895,BPSU,BBN_316 BBN_3559 BBN_3921 BBN_4950 BBN_5969
K11895,BPSD,BBX_3975 BBX_5115 BBX_5240 BBX_5585 BBX_702
K11895,BPZ,BP1026B_I0192(tssG-1) BP1026B_II0119(tssG-2) BP1026B_II0200(tssG-3) BP1026B_II0578(tssG-4) BP1026B_II1593(tssG-5)
K11895,BPQ,BPC006_I3710 BPC006_II0144 BPC006_II0237 BPC006_II0749 BPC006_II2013
K11895,BPK,BBK_1805 BBK_4115 BBK_5247 BBK_5371 BBK_5726
K11895,BPSH,DR55_1401 DR55_3772 DR55_4831 DR55_5183 DR55_5255
K11895,BPSA,BBU_2444 BBU_3515 BBU_4533 BBU_5526 BBU_5954
K11895,BPSO,X996_1023 X996_3557 X996_4581 X996_4951 X996_5024
K11895,BTE,BTH_I2959 BTH_II0135 BTH_II0263 BTH_II0865 BTH_II1896
K11895,BTQ,BTQ_2896 BTQ_3426 BTQ_3558 BTQ_4152 BTQ_5178
K11895,BTJ,BTJ_2801 BTJ_3808 BTJ_4463 BTJ_4595 BTJ_5184
K11895,BTZ,BTL_3655 BTL_4664 BTL_5245 BTL_5382 BTL_707
K11895,BTD,BTI_3987 BTI_4621 BTI_4921 BTI_496 BTI_5350
K11895,BTV,BTHA_4233 BTHA_4818 BTHA_4954 BTHA_5565 BTHA_819
K11895,BTHE,BTN_4303 BTN_4921 BTN_5053 BTN_5638 BTN_660
K11895,BTHM,BTRA_3648 BTRA_4568 BTRA_5189 BTRA_5321 BTRA_938
K11895,BTHA,DR62_3404 DR62_4352 DR62_5047 DR62_5182 DR62_829
K11895,BTHL,BG87_3608 BG87_4635 BG87_5256 BG87_5388 BG87_925
K11895,BOK,DM82_2781 DM82_4623 DM82_4987 DM82_5815 DM82_6383
K11895,BOC,BG90_1929 BG90_4292 BG90_4816 BG90_5608 BG90_5968
K11895,BUT,X994_3037 X994_4098 X994_4500 X994_4571 X994_5614
K11895,BVI,Bcep1808_0465 Bcep1808_4443 Bcep1808_5137
K11895,BVE,AK36_348 AK36_3756
K11895,BUR,Bcep18194_A3564 Bcep18194_B0974 Bcep18194_B1583
K11895,BCN,Bcen_2634
K11895,BCH,Bcen2424_0472
K11895,BCM,Bcenmc03_0450
K11895,BCJ,BCAL0346
K11895,BCEN,DM39_287 DM39_5883 DM39_6844
K11895,BCEW,DM40_1192 DM40_4760
K11895,BCEO,I35_0337 I35_4167(vasB)
K11895,BAM,Bamb_0386 Bamb_3468
K11895,BAC,BamMC406_0407 BamMC406_3013 BamMC406_3658 BamMC406_6688
K11895,BMU,Bmul_2925 Bmul_3902
K11895,BMJ,BMULJ_00309
K11895,BMK,DM80_1208 DM80_5223
K11895,BMUL,NP80_4707 NP80_509
K11895,BCT,GEM_3039 GEM_4205
K11895,BCED,DM42_1361
K11895,BDL,AK34_2660 AK34_3980 AK34_7
K11895,BPYR,ABD05_07995 ABD05_17775
K11895,BCON,NL30_04685 NL30_20140
K11895,BXE,Bxe_B1332 Bxe_B2588
K11895,BXB,DR64_2105 DR64_4921 DR64_6640
K11895,BPH,Bphy_5983 Bphy_6120 Bphy_7015
K11895,BPY,Bphyt_0947 Bphyt_4918
K11895,BGL,bglu_1g03940 bglu_2g01560 bglu_2g07440 bglu_2g10920
K11895,BGP,BGL_1c03630(hsiH1) BGL_1c13290(hsiH2) BGL_2c02870(hsiH1) BGL_2c20020(hsiH2)
K11895,BGU,KS03_1320 KS03_3486 KS03_4828 KS03_5171
K11895,BUG,BC1001_0173 BC1001_4328 BC1001_5642
K11895,BGE,BC1002_4278 BC1002_5449 BC1002_6241
K11895,BGF,BC1003_0983 BC1003_3102 BC1003_4196 BC1003_5740
K11895,BGD,bgla_1g04150 bgla_2g03940 bgla_4p2470
K11895,BGO,BM43_1802 BM43_7149
K11895,BYI,BYI23_C000190 BYI23_C001920 BYI23_C003650 BYI23_D001580(sciB) BYI23_D003540
K11895,BUK,MYA_0396 MYA_4079 MYA_4714 MYA_5758
K11895,BPX,BUPH_01748 BUPH_06118
K11895,BUO,BRPE64_ACDS03400 BRPE64_CCDS04690
K11895,BUE,BRPE67_CCDS08550 BRPE67_CCDS10300 BRPE67_DCDS05260
K11895,BUL,BW21_4143 BW21_4449 BW21_5030 BW21_547 BW21_5981
K11895,BUB,BW23_1265 BW23_4482 BW23_4523 BW23_5244 BW23_5858
K11895,BFN,OI25_2682 OI25_4176 OI25_5927
K11895,POX,MB84_02370
K11895,BPA,BPP0721
K11895,BBR,BB0807
K11895,BBM,BN115_0776
K11895,BBH,BN112_2633
K11895,BBX,BBS798_0780
K11895,BPT,Bpet2451 Bpet4110
K11895,BAV,BAV0270
K11895,BHZ,ACR54_00323
K11895,AXY,AXYL_05688 AXYL_06390
K11895,AXO,NH44784_051311
K11895,AXN,AX27061_3271
K11895,AXS,LH59_15435
K11895,TEA,KUI_0081
K11895,TEG,KUK_1092
K11895,TAS,TASI_0081
K11895,TAT,KUM_1260
K11895,PUT,PT7_0348 PT7_2336
K11895,AKA,TKWG_04175
K11895,AMIM,MIM_c06460
K11895,AAV,Aave_1481
K11895,AAA,Acav_1520
K11895,DAC,Daci_3860
K11895,DEL,DelCs14_2964
K11895,VAP,Vapar_0199 Vapar_0528
K11895,VPE,Varpa_0565 Varpa_2905 Varpa_3267 Varpa_5529
K11895,VPD,VAPA_1c02340 VAPA_1c06050
K11895,JAG,GJA_2553 GJA_5381
K11895,HSE,Hsero_0746 Hsero_4032
K11895,HHT,F506_18435
K11895,CFU,CFU_0069(impH)
K11895,CARE,LT85_2335(impH) LT85_3554(impH)
K11895,MNR,ACZ75_07225
K11895,LCH,Lcho_4085
K11895,RGE,RGE_25710 RGE_30390
K11895,AZO,azo1309 azo3902(sciB)
K11895,AZA,AZKH_1763
K11895,AZI,AzCIB_3231
K11895,DAR,Daro_2172
K11895,HHE,HH0244
K11895,HCP,HCN_1422
K11895,HCB,HCBAA847_1594
K11895,CJL,PJ17_05135
K11895,CLM,UPTC16712_0883
K11895,CLN,UPTC3659_1096
K11895,CPEL,CPEL_0986
K11895,CSM,CSUB8521_1049
K11895,CSF,CSUB8523_1155
K11895,ANT,Arnit_1746
K11895,ARC,ABLL_2186
K11895,GSU,GSU0432(tssG)
K11895,GSK,KN400_0401(tssG)
K11895,GME,Gmet_3314(tssG)
K11895,GBM,Gbem_3038(tssG)
K11895,GEM,GM21_1212
K11895,GEB,GM18_3026
K11895,GPI,GPICK_15145
K11895,GSB,GSUB_05430
K11895,PCA,Pcar_2819(tssG)
K11895,DES,DSOUD_3251(tssG)
K11895,DSA,Desal_0423
K11895,DAF,Desaf_2245
K11895,DHY,DESAM_21884
K11895,DSF,UWK_02700
K11895,MXA,MXAN_4812
K11895,MFU,LILAB_32020
K11895,MSD,MYSTI_04766
K11895,AGE,AA314_03859 AA314_08445
K11895,SCL,sce4998 sce9337
K11895,SCU,SCE1572_30390
K11895,CCRO,CMC5_030360
K11895,SAMY,DB32_005962
K11895,PACA,ID47_09850
K11895,CAQ,IM40_01700
K11895,MLO,mlr2343
K11895,MCI,Mesci_6383
K11895,SFD,USDA257_c28570
K11895,ATU,Atu4336(impH)
K11895,ATF,Ach5_45030(impH)
K11895,AVI,Avi_6045(impH)
K11895,AGR,AGROH133_09382
K11895,REC,RHECIAT_PB0000211 RHECIAT_PC0000945
K11895,REL,REMIM1_PF00468
K11895,REI,IE4771_PD00451 IE4771_PD00624
K11895,REP,IE4803_PB00301 IE4803_PC00439 IE4803_PC00613
K11895,RLE,pRL120468(impH)
K11895,RLB,RLEG3_07645
K11895,RLU,RLEG12_10665
K11895,RGA,RGR602_PC01399 RGR602_PC01611
K11895,NGG,RG540_PA11520(tssG)
K11895,BJA,bll3588
K11895,BJU,BJ6T_33580
K11895,BJP,RN69_16280
K11895,AZC,AZC_2605
K11895,MNO,Mnod_3037
K11895,MSL,Msil_2365
K11895,CHEL,AL346_04580
K11895,RSP,RSP_3482
K11895,RSH,Rsph17029_3126
K11895,RSK,RSKD131_3647
K11895,JAN,Jann_3031
K11895,PDE,Pden_2448
K11895,PAMI,JCM7686_pAMI6p155
K11895,PSF,PSE_1860 PSE_2856
K11895,LMD,METH_23445
K11895,SSAN,NX02_18630
K11895,ACR,Acry_3077
K11895,AMV,ACMV_34220
K11895,AZL,AZL_017930 AZL_a01750 AZL_a05050
K11895,ALI,AZOLI_1004
K11895,ABS,AZOBR_p1140128
K11895,ABQ,ABAZ39_21830 ABAZ39_29700
K11895,TMO,TMO_a0083
K11895,ACM,AciX9_3998
K11895,GMA,AciX8_2870
K11895,TSA,AciPR4_1088
K11895,SUS,Acid_0238
K11895,GAU,GAU_3877
K11895,GBA,J421_5462
K11895,RBA,RB9698
K11895,PSL,Psta_1837
K11895,PBS,Plabr_1741
K11895,SACI,Sinac_2406
K11895,NDE,NIDE1984
K11895,LFC,LFE_2278
K11896,ECE,Z0260
K11896,ECS,ECs0229
K11896,ECF,ECH74115_0243
K11896,ETW,ECSP_0232
K11896,ELX,CDCO157_0226
K11896,EOI,ECO111_0230
K11896,EOH,ECO103_0224 ECO103_3371
K11896,EOK,G2583_0236
K11896,ELR,ECO55CA74_01110
K11896,ECC,c3400
K11896,ECP,ECP_0235 ECP_2819
K11896,ECI,UTI89_C0248
K11896,ECV,APECO1_1761 APECO1_3698
K11896,ECX,EcHS_A0235
K11896,ECW,EcE24377A_0237
K11896,ECY,ECSE_0225
K11896,ECR,ECIAI1_0238
K11896,ECQ,ECED1_0236
K11896,ECK,EC55989_0229 EC55989_3294 EC55989_3322
K11896,EUM,ECUMN_0225
K11896,ECZ,ECS88_0243 ECS88_3102
K11896,ELO,EC042_0221 EC042_4542 EC042_4566
K11896,ELN,NRG857_01135 NRG857_13865
K11896,ESE,ECSF_2622
K11896,ESO,O3O_04945 O3O_21265
K11896,ESM,O3M_04425 O3M_20335
K11896,ESL,O3K_04380 O3K_20435
K11896,EKO,EKO11_0930 EKO11_3693
K11896,EKF,KO11_01095 KO11_08750
K11896,EAB,ECABU_c31030
K11896,EIH,ECOK1_0232 ECOK1_3210(vasA)
K11896,ENA,ECNA114_2870
K11896,ELU,UM146_02400 UM146_16180
K11896,EUN,UMNK88_238
K11896,ELW,ECW_m0228(etsC) ECW_m3053
K11896,ELL,WFL_01095 WFL_14910
K11896,ELC,i14_3121
K11896,ELD,i02_3121
K11896,ELF,LF82_024 LF82_442
K11896,ECOL,LY180_01130 LY180_14435
K11896,ECOI,ECOPMV1_00237 ECOPMV1_03093
K11896,ECOJ,P423_15520
K11896,ECOO,ECRM13514_2606
K11896,ECOH,ECRM13516_2532
K11896,EFE,EFER_1973
K11896,STY,STY0289
K11896,STT,t2597
K11896,SEX,STBHUCCB_27490
K11896,SENT,TY21A_13175
K11896,STM,STM0268
K11896,SEO,STM14_0315
K11896,SEV,STMMW_02661
K11896,SEY,SL1344_0262(sciC)
K11896,SEM,STMDT12_C02640
K11896,SEJ,STMUK_0270
K11896,SEB,STM474_0279(vasA)
K11896,SEF,UMN798_0292(sciC)
K11896,SETU,STU288_13405
K11896,SETC,CFSAN001921_16060
K11896,SEEN,SE451236_07360
K11896,SENR,STMDT2_02631(sciC)
K11896,SEND,DT104_02661(sciC)
K11896,SPT,SPA2501
K11896,SEK,SSPA2333
K11896,SEI,SPC_0277
K11896,SEC,SC0263
K11896,SEH,SeHA_C0306(vasA)
K11896,SHB,SU5_0910
K11896,SENH,CFSAN002069_07805
K11896,SEEH,SEEH1578_10430
K11896,SEE,SNSL254_A0293(vasA)
K11896,SENN,SN31241_12580
K11896,SEW,SeSA_A0298(vasA)
K11896,SEA,SeAg_B1108(vasA)
K11896,SENS,Q786_05165
K11896,SED,SeD_A1227
K11896,SEG,SG1040
K11896,SEL,SPUL_1907
K11896,SEGA,SPUCDC_1893
K11896,SEEC,CFSAN002050_07885
K11896,SEEP,I137_08650
K11896,SENE,IA1_01430
K11896,SENC,SEET0819_08275
K11896,SES,SARI_02606 SARI_02715
K11896,SBG,SBG_1242
K11896,SBZ,A464_1433
K11896,SBV,N643_05925 N643_13465
K11896,YPE,YPO0504 YPO1485 YPO2947
K11896,YPK,y0040 y1537 y2684 y3671
K11896,YPA,YPA_0040 YPA_0781 YPA_2138 YPA_3592
K11896,YPN,YPN_0037 YPN_0379 YPN_1433 YPN_2493
K11896,YPM,YP_1375 YP_2574 YP_3675
K11896,YPP,YPDSF_0196 YPDSF_1490 YPDSF_2055 YPDSF_3130
K11896,YPG,YpAngola_A0759 YpAngola_A2697 YpAngola_A2993
K11896,YPZ,YPZ3_0489 YPZ3_1353 YPZ3_2595
K11896,YPT,A1122_02565 A1122_07350 A1122_11240 A1122_18490
K11896,YPD,YPD4_0441 YPD4_1319 YPD4_2581 YPD4_3072
K11896,YPX,YPD8_0442 YPD8_1308 YPD8_2576 YPD8_3254
K11896,YPH,YPC_0048 YPC_0051 YPC_1450 YPC_2669 YPC_4016 YPC_4429
K11896,YPW,CH59_1357 CH59_1616 CH59_2344 CH59_2346 CH59_3127 CH59_353
K11896,YPJ,CH55_1053 CH55_2246 CH55_2610 CH55_2856 CH55_2861 CH55_4131
K11896,YPV,BZ15_2068 BZ15_3067 BZ15_4033 BZ15_584
K11896,YPL,CH46_1384 CH46_2158 CH46_3641 CH46_410
K11896,YPS,YPTB0645 YPTB1502 YPTB2672 YPTB3635
K11896,YPO,BZ17_1015 BZ17_1912 BZ17_2963 BZ17_3966
K11896,YPI,YpsIP31758_0316 YpsIP31758_0800 YpsIP31758_1361 YpsIP31758_2489 YpsIP31758_3432
K11896,YPY,YPK_0389 YPK_1473 YPK_2587 YPK_3561
K11896,YPB,YPTS_0668 YPTS_1610 YPTS_2769 YPTS_3819
K11896,YPQ,DJ40_1724 DJ40_2771 DJ40_3227 DJ40_3871 DJ40_711
K11896,YPU,BZ21_1969 BZ21_2957 BZ21_4027 BZ21_838
K11896,YPR,BZ20_1450 BZ20_2472 BZ20_2923 BZ20_3537 BZ20_464
K11896,YPC,BZ23_1116 BZ23_121 BZ23_2253 BZ23_3245
K11896,YPF,BZ19_2036 BZ19_2589 BZ19_3106 BZ19_4147 BZ19_939
K11896,YEN,YE2697
K11896,YEP,YE105_C1590
K11896,YEY,Y11_15771
K11896,YEL,LC20_00919 LC20_00920
K11896,YEW,CH47_2045
K11896,YET,CH48_3187
K11896,YEF,FORC2_2673
K11896,YEE,YE5303_31251
K11896,YSI,BF17_05860 BF17_11505 BF17_22855
K11896,YAL,AT01_1878 AT01_4070
K11896,YFR,AW19_2450 AW19_2508
K11896,YIN,CH53_2542 CH53_3424
K11896,YKR,CH54_3279 CH54_3336
K11896,YRO,CH64_1887 CH64_3126
K11896,YAK,ACZ76_05415
K11896,SFL,SF0204(safC)
K11896,SFX,S0214(safC)
K11896,SFE,SFxv_0217
K11896,SFN,SFy_0281
K11896,SFS,SFyv_0284
K11896,SSN,SSON_0250
K11896,SSJ,SSON53_01265
K11896,ECA,ECA3442
K11896,PATR,EV46_17045
K11896,PATO,GZ59_34570
K11896,PCT,PC1_3252
K11896,PCC,PCC21_032390
K11896,PCV,BCS7_14505 BCS7_16385
K11896,PWA,Pecwa_1073 Pecwa_2451
K11896,PEC,W5S_0965 W5S_2424
K11896,ETA,ETA_06310
K11896,EPY,EpC_06340(vasA)
K11896,EPR,EPYR_00665
K11896,EAM,EAMY_3007 EAMY_3214
K11896,EAY,EAM_0381 EAM_0590
K11896,EBI,EbC_04190 EbC_05930 EbC_39400
K11896,ERJ,EJP617_04640(vasA)
K11896,PLU,plu0369 plu2297 plu3225 plu4202 plu4600
K11896,PAY,PAU_00285 PAU_02278 PAU_02450 PAU_02495 PAU_03040 PAU_03800 PAU_03818 PAU_04093
K11896,PTT,VY86_03405 VY86_03960 VY86_10115 VY86_11805 VY86_14015 VY86_19665 VY86_20495 VY86_21015 VY86_22275
K11896,ENC,ECL_01549(impG) ECL_01817(impG)
K11896,ENO,ECENHK_13150 ECENHK_15800
K11896,ECLO,ENC_07350 ENC_09060
K11896,EEC,EcWSU1_02681
K11896,ENL,A3UG_13405
K11896,ECLA,ECNIH3_09260 ECNIH3_11390 ECNIH3_12495
K11896,ECLC,ECR091_09235 ECR091_11330 ECR091_12430
K11896,ECLG,EC036_25940
K11896,ECLE,ECNIH2_12995
K11896,ECLN,ECNIH4_09830
K11896,ECLI,ECNIH5_09250 ECNIH5_10435 ECNIH5_12440
K11896,ECLX,LI66_11865 LI66_11880 LI66_12805
K11896,ECLY,LI62_13720 LI62_14500
K11896,ECLZ,LI64_12550
K11896,EAS,Entas_1940 Entas_3857 Entas_4623
K11896,EAU,DI57_03415 DI57_06065
K11896,EAE,EAE_19360 EAE_20735 EAE_21915
K11896,EAR,CCG29551 CCG30016
K11896,ENR,H650_00845 H650_11190
K11896,ESA,ESA_00143 ESA_02040 ESA_03923
K11896,CSK,ES15_2187(vasA) ES15_2826(impG) ES15_3833
K11896,CSZ,CSSP291_12925 CSSP291_18155
K11896,CSI,P262_00070
K11896,CSJ,CSK29544_00862 CSK29544_03318 CSK29544_1p0047
K11896,CCON,AFK62_00480 AFK62_14055
K11896,CTU,CTU_00850 CTU_12100 CTU_19540
K11896,KPN,KPN_01347 KPN_02250 KPN_03179
K11896,KPU,KP1_2419 KP1_3369
K11896,KPM,KPHS_23170 KPHS_32490
K11896,KPP,A79E_1984 A79E_2821
K11896,KPK,A593_00825 A593_21560
K11896,KPH,KPNIH24_12270 KPNIH24_16620
K11896,KPZ,KPNIH27_11190 KPNIH27_15515
K11896,KPV,KPNIH29_11480 KPNIH29_16225
K11896,KPW,KPNIH30_12070 KPNIH30_16510
K11896,KPY,KPNIH31_11110 KPNIH31_15695
K11896,KPG,KPNIH32_11910 KPNIH32_16405
K11896,KPC,KPNIH10_11615 KPNIH10_15985
K11896,KPQ,KPR0928_11625 KPR0928_15960
K11896,KPT,VK055_0199(impG2) VK055_1091(impG)
K11896,KPE,KPK_0938(vasA) KPK_2053
K11896,KPO,KPN2242_09835 KPN2242_14260
K11896,KPR,KPR_3171
K11896,KPJ,N559_2027 N559_2912
K11896,KPI,D364_06950 D364_11510
K11896,KPA,KPNJ1_02193 KPNJ1_03082
K11896,KPS,KPNJ2_02152 KPNJ2_03080
K11896,KPX,PMK1_00659 PMK1_03739 PMK1_04617
K11896,KPB,FH42_02995 FH42_07370
K11896,KPNE,KU54_010110 KU54_014590
K11896,KPNU,LI86_10065 LI86_14525
K11896,KVA,Kvar_2956
K11896,KVD,KR75_19380
K11896,KVQ,SP68_00420 SP68_04890
K11896,KOX,KOX_12005 KOX_18855 KOX_22410 KOX_25955
K11896,KOE,A225_2640 A225_3360 A225_4094
K11896,KOY,J415_11610 J415_15160 J415_18780
K11896,KOK,KONIH1_12940 KONIH1_16475 KONIH1_20255
K11896,KOM,HR38_17200 HR38_20725 HR38_24095
K11896,KMI,VW41_06695
K11896,CRO,ROD_27821(cts1C) ROD_34211(cts2C)
K11896,CFD,CFNIH1_08905
K11896,CAMA,F384_16415
K11896,SPE,Spro_1800 Spro_3011
K11896,SMAF,D781_1693 D781_2794
K11896,SMW,SMWW4_v1c30270(impG) SMWW4_v1c31560(tssF)
K11896,SMAR,SM39_2491
K11896,SMAC,SMDB11_2272
K11896,SERF,L085_12865 L085_13720
K11896,SERS,SERRSCBI_14580 SERRSCBI_15215
K11896,SFW,WN53_08625 WN53_08635 WN53_18550
K11896,SFO,Z042_07985 Z042_15420 Z042_16035
K11896,PMR,PMI0734 PMI0746
K11896,PMIB,BB2000_0806(tssP) BB2000_0818(tssD)
K11896,EIC,NT01EI_2742
K11896,ETR,ETAE_2434(evpF)
K11896,ETD,ETAF_2204(evpF)
K11896,ETE,ETEE_0466(evpF) ETEE_3952(evpF) ETEE_4093(evpF)
K11896,ETC,ETAC_09355 ETAC_11525
K11896,EDW,QY76_08175 QY76_10105 QY76_10780
K11896,EDL,AAZ33_09650 AAZ33_10325 AAZ33_12705
K11896,DDC,Dd586_1293
K11896,DDD,Dda3937_00814
K11896,DZE,Dd1591_2804
K11896,DZC,W909_06585
K11896,XBO,XBJ1_0182 XBJ1_0266 XBJ1_0559 XBJ1_1088 XBJ1_1500 XBJ1_2098
K11896,XBV,XBW1_0234 XBW1_1233 XBW1_1264 XBW1_mp0102
K11896,XNE,XNC1_2403 XNC1_2530 XNC1_2780 XNC1_4550
K11896,XNM,XNC2_2310 XNC2_2431 XNC2_4396
K11896,XDO,XDD1_1886 XDD1_2032 XDD1_2943 XDD1_3762
K11896,XPO,XPG1_0228 XPG1_0624 XPG1_1844
K11896,PAM,PANA_2356 PANA_4134
K11896,PLF,PANA5342_1740
K11896,PAJ,PAJ_1658 PAJ_p0156
K11896,PAQ,PAGR_g1672
K11896,PVA,Pvag_1040
K11896,PAO,Pat9b_2505 Pat9b_3457
K11896,KLN,LH22_10130
K11896,PANT,PSNIH1_03495
K11896,PANP,PSNIH2_14990
K11896,RAH,Rahaq_4579 Rahaq_4921
K11896,RAQ,Rahaq2_0571 Rahaq2_4585 Rahaq2_4767 Rahaq2_4867
K11896,RAA,Q7S_23416 Q7S_24516 Q7S_25141
K11896,PSI,S70_09520 S70_09595
K11896,PSX,DR96_1263 DR96_1277
K11896,EBT,EBL_c11820
K11896,MMK,MU9_1669
K11896,RON,TE10_17765
K11896,CNT,JT31_02145
K11896,CEM,LH23_10710 LH23_16035
K11896,CEN,LH86_15095
K11896,CED,LH89_05210
K11896,PGE,LG71_05720 LG71_07955 LG71_15900 LG71_22635
K11896,HAV,AT03_05095 AT03_08795
K11896,KSA,C813_01510 C813_19280
K11896,KIN,AB182_15140 AB182_20575
K11896,PFQ,QQ39_05605 QQ39_05630 QQ39_08435 QQ39_14810
K11896,EBF,D782_3637
K11896,AAP,NT05HA_1854
K11896,XCV,XCV2125 XCV4238
K11896,XAC,XAC4142
K11896,XCI,XCAW_00157
K11896,XCT,J151_04320
K11896,XCU,J159_04269
K11896,XCN,J169_04317
K11896,XCW,J162_04275
K11896,XCR,J163_04269
K11896,XCM,J164_04270
K11896,XCF,J172_04310
K11896,XCJ,J158_04273
K11896,XFU,XFF4834R_chr40110
K11896,XAX,XACM_2103 XACM_4010
K11896,XAO,XAC29_20845
K11896,XOO,XOO3047 XOO3477
K11896,XOM,XOO_2901 XOO_3290
K11896,XOP,PXO_00261(sciC) PXO_02049(evpF)
K11896,XOY,AZ54_06415 AZ54_08730
K11896,XOR,XOC_1358 XOC_2539
K11896,XOZ,BE73_12280 BE73_16525
K11896,XTN,FD63_06455 FD63_13795
K11896,FAU,Fraau_1788
K11896,DJA,HY57_13740
K11896,VCH,VCA0110
K11896,VCF,IR04_00485
K11896,VCE,Vch1786_II0904
K11896,VCJ,VCD_000134
K11896,VCO,VC0395_0028
K11896,VCR,VC395_A0103
K11896,VCM,VCM66_A0108
K11896,VCI,O3Y_13988
K11896,VCL,VCLMA_B0098
K11896,VCQ,EN18_04275
K11896,VCS,MS6_A0093
K11896,VCX,VAA049_1798
K11896,VCZ,VAB027_919
K11896,VVU,VV2_0432
K11896,VVY,VVA0982
K11896,VVM,VVMO6_03902
K11896,VVL,VV93_v1c39250(impG)
K11896,VPA,VP1405 VPA1030
K11896,VPB,VPBB_1320 VPBB_A0936
K11896,VPK,M636_04545 M636_14815
K11896,VPF,M634_23070
K11896,VPH,VPUCM_20937
K11896,VHA,VIBHAR_05860
K11896,VCA,M892_22420
K11896,VAG,N646_3989 N646_4401
K11896,VSP,VS_1328 VS_II0994(vasA)
K11896,VEX,VEA_000025 VEA_000438
K11896,VFU,vfu_B00789 vfu_B01179
K11896,VNI,VIBNI_A1440 VIBNI_B0340
K11896,VAN,VAA_02837 VAA_03034
K11896,LAG,N175_07365 N175_17355
K11896,VAU,VANGNB10_cI1485c(vasA-1) VANGNB10_cII0073(vtsA)
K11896,VCY,IX92_06600 IX92_19605
K11896,VCT,JV59_19695 JV59_31925
K11896,VTU,IX91_04975 IX91_07150 IX91_23780
K11896,VFI,VF_1001
K11896,VFM,VFMJ11_1084(vasA_1) VFMJ11_A0820(vasA_2)
K11896,VSA,VSAL_I1121(vasA) VSAL_I1175(vasA-1)
K11896,AWD,AWOD_II_0114(vasA) AWOD_II_1021(vasA-1) AWOD_I_0991(vasA)
K11896,PPR,PBPRA0671
K11896,PAE,PA0088 PA1660 PA2369
K11896,PAEV,N297_1706 N297_2443 N297_94
K11896,PAEI,N296_1706 N296_2443 N296_94
K11896,PAU,PA14_01070 PA14_34010 PA14_43000
K11896,PAP,PSPA7_0160 PSPA7_2892 PSPA7_3612
